year,quarter,cusip_no,has_listed_options,issuer_name,issuer_description,status,cusip_6,cusip_2,cusip_1,cusip_8,cusip_9
2013,4,00162Q 77 5,,ALPS ETF TR,GM MOMBLDGREQT,,00162Q,77,5,00162Q77,00162Q775
2013,4,416515 10 4,*,HARTFORD FINL SVCS GROUP INC,COM,,416515,10,4,41651510,416515104
2013,4,52469B 10 0,,LEGG MASON BW GLB INC OPP FD,COM,,52469B,10,0,52469B10,52469B100
2013,4,884903 10 5,*,THOMSON REUTERS CORP,COM,,884903,10,5,88490310,884903105
2013,4,903236 95 7,,URS CORP NEW,PUT,,903236,95,7,90323695,903236957
2013,4,91879Q 95 9,,VAIL RESORTS INC,PUT,,91879Q,95,9,91879Q95,91879Q959
2013,4,943315 90 1,,WAUSAU PAPER CORP,CALL,,943315,90,1,94331590,943315901
2013,4,64109T 20 1,*,NET SERVICOS DE COMUNICACAO,SPONSD ADR NEW,,64109T,20,1,64109T20,64109T201
2013,4,72346Q 10 4,*,PINNACLE FINL PARTNERS INC,COM,,72346Q,10,4,72346Q10,72346Q104
2013,4,464287 95 1,,ISHARES,PUT,,464287,95,1,46428795,464287951
2013,4,62942M 90 1,,NTT DOCOMO INC,CALL,,62942M,90,1,62942M90,62942M901
2013,4,595017 10 4,*,MICROCHIP TECHNOLOGY INC,COM,,595017,10,4,59501710,595017104
2013,4,88076W 95 3,,TERADATA CORP DEL,PUT,,88076W,95,3,88076W95,88076W953
2013,4,693475 95 5,,PNC FINL SVCS GROUP INC,PUT,,693475,95,5,69347595,693475955
2013,4,004239 95 9,,ACADIA RLTY TR,PUT,,004239,95,9,00423995,004239959
2013,4,59156R 90 8,,METLIFE INC,CALL,,59156R,90,8,59156R90,59156R908
2013,4,027297 10 0,,AMERICAN LORAIN CORP,COM,,027297,10,0,02729710,027297100
2013,4,153527 10 6,*,CENTRAL GARDEN & PET CO,COM,,153527,10,6,15352710,153527106
2013,4,585141 90 4,,MEETME INC,CALL,,585141,90,4,58514190,585141904
2013,4,109194 90 0,,BRIGHT HORIZONS FAM SOL IN D,CALL,,109194,90,0,10919490,109194900
2013,4,606822 10 4,*,MITSUBISHI UFJ FINL GROUP IN,SPONSORED ADR,,606822,10,4,60682210,606822104
2013,4,48020Q 95 7,,JONES LANG LASALLE INC,PUT,,48020Q,95,7,48020Q95,48020Q957
2013,4,431284 10 8,*,HIGHWOODS PPTYS INC,COM,,431284,10,8,43128410,431284108
2013,4,79546E 95 4,,SALLY BEAUTY HLDGS INC,PUT,,79546E,95,4,79546E95,79546E954
2013,4,21924P 95 3,,CORNERSTONE THERAPEUTICS INC,PUT,,21924P,95,3,21924P95,21924P953
2013,4,12811R 95 4,,CALAMOS ASSET MGMT INC,PUT,,12811R,95,4,12811R95,12811R954
2013,4,404609 95 9,,HACKETT GROUP INC,PUT,,404609,95,9,40460995,404609959
2013,4,83413U 95 0,,SOLAR CAP LTD,PUT,,83413U,95,0,83413U95,83413U950
2013,4,109641 90 0,,BRINKER INTL INC,CALL,,109641,90,0,10964190,109641900
2013,4,00762W 10 7,*,ADVISORY BRD CO,COM,,00762W,10,7,00762W10,00762W107
2013,4,28140M 95 3,,EDUCATION MGMT CORP NEW,PUT,,28140M,95,3,28140M95,28140M953
